invoiceId,invoiceDate,month,platform,brand,campaignName,amount,paymentDate,paymentReference,chargeCode,chargeAmountOriginal,chargeAmountUsd,chargeAmountValidation,chargeTcAmount,legalEntity,comuna,project,pepCode,referenceId,referenceType,mappingBrand,splitCount,matched,sourceFile,cartolaReference,cartolaDate,cartolaDescription,cartolaCity
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_AOL_Santiago_SanEugenio,6218,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,Ñuñoa,San Eugenio 2,I-ALM-2227,25935519369466764-25856422970709742,transactionId,Almagro,1,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_AOT_Antofagasta_ParqueBrasil,25468,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,25935519369466764-25856422970709742,transactionId,Almagro,1,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_AOT_Santiago_AlmagroDistrict,36803,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Madagascar,Las Condes,Almagro District,I-ALM-2399,25935519369466764-25856422970709742,transactionId,Almagro,1,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_AOT_Santiago_AlmagroPlus,25348,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,Ñuñoa,Almagro Plus,I-ALM-2234,25935519369466764-25856422970709742,transactionId,Almagro,1,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_AOT_Santiago_Balance,24553,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,Providencia,Balance,I-ALM-2358,25935519369466764-25856422970709742,transactionId,Almagro,1,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_AOT_Santiago_Insigne,24899,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,Macul,Insigne,I-ALM-2157,25935519369466764-25856422970709742,transactionId,Almagro,1,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_AOT_Santiago_Rengo,26877,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Arcilla Roja,Providencia,Rengo,I-ALM-2288,25935519369466764-25856422970709742,transactionId,Almagro,1,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21181,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21180,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21180,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21180,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21180,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21180,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21180,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Advantage_Almagro,21180,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,AON,PLP 1,I-ALM-2226,25935519369466764-25856422970709742,transactionId,Almagro,8,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Almagro_Awareness,9365,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,Marca,Insigne,I-ALM-2157,25935519369466764-25856422970709742,transactionId,Almagro,14,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
meta-almagro-inmobiliaria-2026-03,2026-03-10,2026-03,Meta,Almagro Inmobiliaria,FB_Almagro_Awareness,9365,2026-03-10,DDT28H56E2,DDT28H56E2,600000,693.68,Coincide,,Almagro S.A,Marca,Insigne,I-ALM-2157,25935519369466764-25856422970709742,transactionId,Almagro,14,True,Facturas Meta/Almagro/marzo_2026/2026-03-10T20-23 Transacción n.º 25935519369466764-25856422970709742.pdf,1103 74987506069000144089220,2026-03-11,FACEBK *DDT28H56E2,fb.me/ads
