status,cartolaDate,statementReference,paymentReference,alreadyInExistingDataset,cartolaAmount,metaReferenceTotal,difference,brand,invoiceDate,transactionId,campaignName,campaignAmount,allocatedCartolaToCampaign,legalEntity,comuna,project,pepCode,allocatedProjectAmount,mappingBrand,validation
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_AlmagroPlus,9318,9318,Almagro S.A,Almagro Plus,Almagro Plus,I-ALM-2234,9318,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Antofagasta_AlmagroTerra,18933,18933,Almagro S.A,Antofagasta,Almagro Terra,I-ALM-2360,18933,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOT_Antofagasta_AlmagroTerra,42305,42305,Almagro S.A,Antofagasta,Almagro Terra,I-ALM-2360,42305,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Antofagasta_Indico,5442,5442,Almagro S.A,Antofagasta,Indico,I-ALM-1453,5442,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Antofagasta_ParqueBrasil,9675,9675,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,9675,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOT_Antofagasta_ParqueBrasil,26740,26740,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,26740,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Madagascar,Blog,Almagro District,I-ALM-2399,235,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Arcilla Roja,Blog,Almagro Hub,I-ALM-2189,235,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Almagro Plus,I-ALM-2234,235,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Balance,I-ALM-2358,235,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Carrera 4,I-ALM-2275,235,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Indico,I-ALM-1453,235,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Insigne,I-ALM-2157,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Los Cactus,I-ALM-2342,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Lyon Bilbao,I-ALM-2211,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Arcilla Roja,Blog,PLP 1,I-ALM-2226,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Arcilla Roja,Blog,PLP 2,I-ALM-2306,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,Parque Brasil,I-ALM-2285,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Arcilla Roja,Blog,Rengo,I-ALM-2288,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Patrocinado_Blog,3282,3282,Almagro S.A,Blog,San Eugenio 2,I-ALM-2227,234,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_LosCactus,6552,6552,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,6552,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_Insigne,8449,8449,Almagro S.A,Macul,Insigne,I-ALM-2157,8449,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOT_Santiago_Insigne,23628,23628,Almagro S.A,Macul,Insigne,I-ALM-2157,23628,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Madagascar,Marca,Almagro District,I-ALM-2399,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Arcilla Roja,Marca,Almagro Hub,I-ALM-2189,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Almagro Plus,I-ALM-2234,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Balance,I-ALM-2358,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Carrera 4,I-ALM-2275,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Indico,I-ALM-1453,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Insigne,I-ALM-2157,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Los Cactus,I-ALM-2342,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Lyon Bilbao,I-ALM-2211,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Arcilla Roja,Marca,PLP 1,I-ALM-2226,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Arcilla Roja,Marca,PLP 2,I-ALM-2306,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,Parque Brasil,I-ALM-2285,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Arcilla Roja,Marca,Rengo,I-ALM-2288,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_Awareness,80052,80052,Almagro S.A,Marca,San Eugenio 2,I-ALM-2227,5718,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Madagascar,PPP,Almagro District,I-ALM-2399,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Arcilla Roja,PPP,Almagro Hub,I-ALM-2189,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Almagro Plus,I-ALM-2234,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Balance,I-ALM-2358,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Carrera 4,I-ALM-2275,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Indico,I-ALM-1453,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Insigne,I-ALM-2157,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Los Cactus,I-ALM-2342,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Lyon Bilbao,I-ALM-2211,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Arcilla Roja,PPP,PLP 1,I-ALM-2226,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Arcilla Roja,PPP,PLP 2,I-ALM-2306,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,Parque Brasil,I-ALM-2285,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Arcilla Roja,PPP,Rengo,I-ALM-2288,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Almagro_TuDeptoEsTuPie,26684,26684,Almagro S.A,PPP,San Eugenio 2,I-ALM-2227,1906,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_Balance,11173,11173,Almagro S.A,Providencia,Balance,I-ALM-2358,11173,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOT_Santiago_Balance,28063,28063,Almagro S.A,Providencia,Balance,I-ALM-2358,28063,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_LyonBilbao,5349,5349,Almagro S.A,Providencia,Lyon Bilbao,I-ALM-2211,5349,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_Carrera_IV,6563,6563,Almagro S.A,Santiago Centro,Carrera 4,I-ALM-2275,6563,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOT_Santiago_AlmagroPlus,26831,26831,Almagro S.A,Ñuñoa,Almagro Plus,I-ALM-2234,26831,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_SanEugenio,7545,7545,Almagro S.A,Ñuñoa,San Eugenio 2,I-ALM-2227,7545,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Arcilla Roja,AON,Almagro Hub,I-ALM-2189,24169,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Almagro S.A,AON,Carrera 4,I-ALM-2275,24169,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Almagro S.A,AON,Indico,I-ALM-1453,24169,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Almagro S.A,AON,Los Cactus,I-ALM-2342,24169,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Almagro S.A,AON,Lyon Bilbao,I-ALM-2211,24169,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Arcilla Roja,AON,PLP 1,I-ALM-2226,24169,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Arcilla Roja,AON,PLP 2,I-ALM-2306,24169,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_Advantage_Almagro,193351,193351,Almagro S.A,AON,San Eugenio 2,I-ALM-2227,24168,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_PadreLePaige,6842,6842,Arcilla Roja,Las Condes,PLP 1,I-ALM-2226,6842,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_PadreLePaige_Etapa2,5082,5082,Arcilla Roja,Las Condes,PLP 2,I-ALM-2306,5082,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_AlmagroHub,6669,6669,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,6669,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_Rengo,10057,10057,Arcilla Roja,Providencia,Rengo,I-ALM-2288,10057,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOT_Santiago_Rengo,25956,25956,Arcilla Roja,Providencia,Rengo,I-ALM-2288,25956,Almagro,OK
MATCH,2026-04-08,0904 74987506098000353415210,U5FV3L56E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26566300523055307-26255391604146204,FB_AOL_Santiago_AlmagroDistrict,5459,5459,Madagascar,Las Condes,Almagro District,I-ALM-2399,5459,Almagro,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOL_Franklin,12674,12674,Arcilla Roja,Santiago Centro,Franklin,I-ALM-2212,12674,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOT_Franklin,43566,43566,Arcilla Roja,Santiago Centro,Franklin,I-ALM-2212,43566,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOL_CondeMauleIII,15478,15478,ICSA,Estación Central,Conde del Maule,I-SVS-2255,15478,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOT_CondeMauleIII,52968,52968,ICSA,Estación Central,Conde del Maule,I-SVS-2255,52968,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOL_SantosDumont,15285,15285,ICSA,Independencia,Santos Dumont,I-SVS-2246,15285,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOT_SantosDumont,56221,56221,ICSA,Independencia,Santos Dumont,I-SVS-2246,56221,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOL_LoOvalle_E2,11664,11664,ICSA,La Cisterna,Lo Ovalle,I-SVS-2296,11664,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOL_EdificioNuble,13112,13112,ICSA,Santiago Centro,Edificio Ñuble,I-SVS-2173,13112,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Advantage_Proyectos,230214,230214,Pilares S.A,AON,Edificio Ñuble,I-SVS-2173,46043,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Advantage_Proyectos,230214,230214,Pilares S.A,AON,Guillermo Mann,I-SVS-2250,46043,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Advantage_Proyectos,230214,230214,ICSA,AON,Lo Ovalle,I-SVS-2296,46043,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Advantage_Proyectos,230214,230214,Pilares S.A,AON,Rodriguez Velasco,I-SVS-2289,46043,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Advantage_Proyectos,230214,230214,Pilares S.A,AON,Vicuña Mackenna 7244,I-SVS-2131,46042,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Inversionistas,38747,38747,ICSA,Inversionista,Conde del Maule,I-SVS-2255,5536,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Inversionistas,38747,38747,Pilares S.A,Inversionista,Edificio Ñuble,I-SVS-2173,5536,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Inversionistas,38747,38747,Pilares S.A,Inversionista,Guillermo Mann,I-SVS-2250,5535,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Inversionistas,38747,38747,ICSA,Inversionista,Lo Ovalle,I-SVS-2296,5535,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Inversionistas,38747,38747,Pilares S.A,Inversionista,Rodriguez Velasco,I-SVS-2289,5535,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Inversionistas,38747,38747,ICSA,Inversionista,Santos Dumont,I-SVS-2246,5535,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Inversionistas,38747,38747,Pilares S.A,Inversionista,Vicuña Mackenna 7244,I-SVS-2131,5535,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOL_RodriguezVelasco,12784,12784,Pilares S.A,La Florida,Rodriguez Velasco,I-SVS-2289,12784,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_AOL_VicunaMackenna7244,11981,11981,Pilares S.A,La Florida,Vicuña Mackenna 7244,I-SVS-2131,11981,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Awareness,73119,73119,ICSA,Marca,Conde del Maule,I-SVS-2255,10446,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Awareness,73119,73119,Pilares S.A,Marca,Edificio Ñuble,I-SVS-2173,10446,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Awareness,73119,73119,Pilares S.A,Marca,Guillermo Mann,I-SVS-2250,10446,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Awareness,73119,73119,ICSA,Marca,Lo Ovalle,I-SVS-2296,10446,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Awareness,73119,73119,Pilares S.A,Marca,Rodriguez Velasco,I-SVS-2289,10445,Pilares,OK
MATCH,2026-04-08,0904 74987506098000247587067,XLX3TKR6E2,yes,600000,600000,0,Pilares,2026-04-30,26715351818152119-26573208419033131,FB_Pilares_Awareness,73119,73119,ICSA,Marca,Santos Dumont,I-SVS-2246,10445,Pilares,OK
