status,cartolaDate,statementReference,paymentReference,alreadyInExistingDataset,cartolaAmount,metaReferenceTotal,difference,brand,invoiceDate,transactionId,campaignName,campaignAmount,allocatedCartolaToCampaign,legalEntity,comuna,project,pepCode,allocatedProjectAmount,mappingBrand,validation
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSantiago_Awareness,96366,96366,Pilares S.A,Marca,Marathon,I-SVS-2349,16061,Socovesa Santiago,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSantiago_Awareness,96366,96366,Inmobiliaria El Descubridor,Marca,Pajaritos,I-STG-2204,16061,Socovesa Santiago,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_SantiagoMedio_Pajaritos,13413,13413,Inmobiliaria El Descubridor,Maipú,Pajaritos,I-STG-2204,13413,Socovesa Santiago,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOT_SantiagoMedio_Pajaritos,51021,51021,Inmobiliaria El Descubridor,Maipú,Pajaritos,I-STG-2204,51021,Socovesa Santiago,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_SantiagoMedio_Marathon,16790,16790,Pilares S.A,Ñuñoa,Marathon,I-SVS-2349,16790,Socovesa Santiago,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOT_SantiagoMedio_Marathon,55002,55002,Pilares S.A,Ñuñoa,Marathon,I-SVS-2349,55002,Socovesa Santiago,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_SantiagoMedio_Coipue,11283,11283,Sociedad Comercializadora Metropolitana,Macul,Coipue,I-STG-2229,11283,Socovesa Santiago,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Alto Maderos,I-SUR-2335,7027,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Edificio Vértice,I-SUR-2297,7027,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Icono,I-SUR-2334,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,N3,I-SUR-2331,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Nueva Toledo,I-SUR-2334,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,O3,I-SUR-2373,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Origen,I-SUR-2346,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Parque Avellanos,I-SUR-2336,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Reserva Magallanes,I-SUR-2323,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_SocovesaSur_Advantage,70262,70262,Socovesa Sur S.A,AON,Terraza Mirador,I-SUR-2333,7026,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_CentroSur_NuevaToledo,3444,3444,Socovesa Sur S.A,Chillán,Nueva Toledo,I-SUR-2334,3444,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_CentroSur_PortaldelLibertadorVIII,3423,3423,Socovesa Sur S.A,Chillán,PDL,I-SUR-2372,3423,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOT_CentroSur_PortaldelLibertador,13572,13572,Socovesa Sur S.A,Chillán,PDL,I-SUR-2372,13572,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Alto Maderos,I-SUR-2335,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Edificio Vértice,I-SUR-2297,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,García Reyes,I-SUR-2283,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Icono,I-SUR-2372,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,N3,I-SUR-2331,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Nueva Toledo,I-SUR-2334,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,O3,I-SUR-2373,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Origen,I-SUR-2346,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,PDL,I-SUR-2372,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Parque Avellanos,I-SUR-2336,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Portal Austral,I-SUR-2340,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Reserva Magallanes,I-SUR-2323,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_Sur_Inversionista,35750,35750,Socovesa Sur S.A,Inversionista,Terraza Mirador,I-SUR-2333,2750,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_CentroSur_AltoMaderosll,3604,3604,Socovesa Sur S.A,Los Ángeles,Alto Maderos,I-SUR-2335,3604,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_CentroSur_ElAvellano_E2,3602,3602,Socovesa Sur S.A,Los Ángeles,Parque Avellanos,I-SUR-2336,3602,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_SurAustral_PortalAustral,3964,3964,Socovesa Sur S.A,Puerto Montt,Portal Austral,I-SUR-2340,3964,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOT_SurAustral_PortalAustral,14138,14138,Socovesa Sur S.A,Puerto Montt,Portal Austral,I-SUR-2340,14138,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_SurAustral_TerrazaMiradorII,4441,4441,Socovesa Sur S.A,Puerto Montt,Terraza Mirador,I-SUR-2333,4441,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_SurAustral_ReservaMagallanes,3957,3957,Socovesa Sur S.A,Punta Arenas,Reserva Magallanes,I-SUR-2323,3957,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_Sur_EdificioVertice,5063,5063,Socovesa Sur S.A,Temuco,Edificio Vértice,I-SUR-2297,5063,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_Sur_VistaNielol_N3,4013,4013,Socovesa Sur S.A,Temuco,N3,I-SUR-2331,4013,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_Sur_ParqueOlimpia_O3,4043,4043,Socovesa Sur S.A,Temuco,O3,I-SUR-2373,4043,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_Sur_CasasEnElPortal,3537,3537,Socovesa Sur S.A,Temuco,Icono,I-SUR-2346,1769,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_Sur_CasasEnElPortal,3537,3537,Socovesa Sur S.A,Temuco,Origen,I-SUR-2346,1768,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOL_Sur_GarciaReyes,4015,4015,Socovesa Sur S.A,Valdivia,García Reyes,I-SUR-2283,4015,Socovesa Sur,OK
MATCH,2026-04-16,1704 74987506106000215365066,E7V5ALV6E2,yes,600000,600000,0,Socovesa,2026-04-29,26555297160828138-26658881430469711,FB_AOT_Sur_GarciaReyes,13338,13338,Socovesa Sur S.A,Valdivia,García Reyes,I-SUR-2283,13338,Socovesa Sur,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOL_Santiago_AlmagroPlus,10356,10356,Almagro S.A,Almagro Plus,Almagro Plus,I-ALM-2234,10356,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOL_Antofagasta_AlmagroTerra,20435,20435,Almagro S.A,Antofagasta,Almagro Terra,I-ALM-2360,20435,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOT_Antofagasta_AlmagroTerra,52839,52839,Almagro S.A,Antofagasta,Almagro Terra,I-ALM-2360,52839,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOL_Antofagasta_Indico,5691,5691,Almagro S.A,Antofagasta,Indico,I-ALM-1453,5691,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOL_Antofagasta_ParqueBrasil,8853,8853,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,8853,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOT_Antofagasta_ParqueBrasil,28831,28831,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,28831,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Madagascar,Blog,Almagro District,I-ALM-2399,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Arcilla Roja,Blog,Almagro Hub,I-ALM-2189,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Almagro Plus,I-ALM-2234,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Balance,I-ALM-2358,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Carrera 4,I-ALM-2275,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Indico,I-ALM-1453,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Insigne,I-ALM-2157,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Los Cactus,I-ALM-2342,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Lyon Bilbao,I-ALM-2211,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Arcilla Roja,Blog,PLP 1,I-ALM-2226,196,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Arcilla Roja,Blog,PLP 2,I-ALM-2306,195,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,Parque Brasil,I-ALM-2285,195,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Arcilla Roja,Blog,Rengo,I-ALM-2288,195,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Patrocinado_Blog,2740,2740,Almagro S.A,Blog,San Eugenio 2,I-ALM-2227,195,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOL_Santiago_LosCactus,5231,5231,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,5231,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOL_Santiago_Insigne,8456,8456,Almagro S.A,Macul,Insigne,I-ALM-2157,8456,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_AOT_Santiago_Insigne,28422,28422,Almagro S.A,Macul,Insigne,I-ALM-2157,28422,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Madagascar,Marca,Almagro District,I-ALM-2399,4754,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Arcilla Roja,Marca,Almagro Hub,I-ALM-2189,4754,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Almagro Plus,I-ALM-2234,4754,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Balance,I-ALM-2358,4754,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Carrera 4,I-ALM-2275,4754,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Indico,I-ALM-1453,4754,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Insigne,I-ALM-2157,4754,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Los Cactus,I-ALM-2342,4753,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Lyon Bilbao,I-ALM-2211,4753,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Arcilla Roja,Marca,PLP 1,I-ALM-2226,4753,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Arcilla Roja,Marca,PLP 2,I-ALM-2306,4753,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,Parque Brasil,I-ALM-2285,4753,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Arcilla Roja,Marca,Rengo,I-ALM-2288,4753,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_Awareness,66549,66549,Almagro S.A,Marca,San Eugenio 2,I-ALM-2227,4753,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Madagascar,PPP,Almagro District,I-ALM-2399,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Arcilla Roja,PPP,Almagro Hub,I-ALM-2189,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Almagro Plus,I-ALM-2234,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Balance,I-ALM-2358,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Carrera 4,I-ALM-2275,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Indico,I-ALM-1453,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Insigne,I-ALM-2157,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Los Cactus,I-ALM-2342,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Lyon Bilbao,I-ALM-2211,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Arcilla Roja,PPP,PLP 1,I-ALM-2226,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Arcilla Roja,PPP,PLP 2,I-ALM-2306,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Almagro S.A,PPP,Parque Brasil,I-ALM-2285,1886,Almagro,OK
MATCH,2026-04-16,1604 74987506106000800833098,LHKENLV5E2,yes,600000,600000,0,Almagro Inmobiliaria,2026-04-30,26255772317441470-26324744327210933,FB_Almagro_TuDeptoEsTuPie,26402,26402,Arcilla Roja,PPP,Rengo,I-ALM-2288,1885,Almagro,OK
