month,brand,paymentDate,cartolaDate,paymentReference,statementReference,transactionId,campaignName,legalEntity,comuna,project,pepCode,campaignAmount,allocatedProjectAmount,cartolaAmountOriginal,cartolaAmountUsd,chargeAmountValidation,matchStatus,referenceTotalAmount,sourceCartola
2026-06,Almagro Inmobiliaria,2026-06-01,01/06/2026,X3U5MRV6E2,0206 74987506152003608702062,26993498367002184-26925750043777022,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,San Eugenio 2,I-ALM-2227,28930,2066,600000,69102.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Antofagasta_AlmagroTerra,Almagro S.A,Antofagasta,Almagro Terra,I-ALM-2360,10643,10643,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Antofagasta_Indico,Almagro S.A,Antofagasta,Indico,I-ALM-1453,15286,15286,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Antofagasta_ParqueBrasil,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,8482,8482,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_AlmagroDistrict,Madagascar,Las Condes,Almagro District,I-ALM-2399,5521,5521,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_AlmagroHub,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,6305,6305,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_AlmagroPlus,Almagro S.A,Almagro Plus,Almagro Plus,I-ALM-2234,10050,10050,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_Balance,Almagro S.A,Providencia,Balance,I-ALM-2358,5766,5766,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_Carrera_IV,Almagro S.A,Santiago Centro,Carrera 4,I-ALM-2275,11885,11885,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_Insigne,Almagro S.A,Macul,Insigne,I-ALM-2157,10132,10132,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_LosCactus,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,6917,6917,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_LyonBilbao,Almagro S.A,Providencia,Lyon Bilbao,I-ALM-2211,4882,4882,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_PadreLePaige,Arcilla Roja,Las Condes,PLP 1,I-ALM-2226,5860,5860,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_PadreLePaige_Etapa2,Arcilla Roja,Las Condes,PLP 2,I-ALM-2306,5822,5822,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_Rengo,Arcilla Roja,Providencia,Rengo,I-ALM-2288,6687,6687,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOL_Santiago_SanEugenio,Almagro S.A,Ñuñoa,San Eugenio 2,I-ALM-2227,10267,10267,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Antofagasta_AlmagroTerra,Almagro S.A,Antofagasta,Almagro Terra,I-ALM-2360,29107,29107,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Antofagasta_ParqueBrasil,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,30036,30036,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Antofagasta_ValleDelMar,Almagro S.A,Antofagasta,Valle del Mar,I-ALM-1453,30200,30200,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Inversionistas,Almagro S.A,Santiago,Insigne,I-ALM-2157,63532,63532,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Santiago_AlmagroPlus,Almagro S.A,Ñuñoa,Almagro Plus,I-ALM-2234,26884,26884,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Santiago_Carrera_IV,Almagro S.A,Santiago,Carrera 4,I-ALM-2275,26070,26070,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Santiago_Insigne,Almagro S.A,Macul,Insigne,I-ALM-2157,29801,29801,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Santiago_SanEugenio,Almagro S.A,Santiago,San Eugenio 2,I-ALM-2227,31264,31264,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_AOT_Santiago_Signature,Almagro S.A,Santiago,Signature,I-ALM-2354,8594,8594,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Arcilla Roja,AON,Almagro Hub,I-ALM-2189,101791,12724,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Almagro S.A,AON,Carrera 4,I-ALM-2275,101791,12724,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Almagro S.A,AON,Indico,I-ALM-1453,101791,12724,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Almagro S.A,AON,Los Cactus,I-ALM-2342,101791,12724,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Almagro S.A,AON,Lyon Bilbao,I-ALM-2211,101791,12724,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Arcilla Roja,AON,PLP 1,I-ALM-2226,101791,12724,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Arcilla Roja,AON,PLP 2,I-ALM-2306,101791,12724,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Advantage_Almagro,Almagro S.A,AON,San Eugenio 2,I-ALM-2227,101791,12723,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Madagascar,Marca,Almagro District,I-ALM-2399,69372,4956,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Arcilla Roja,Marca,Almagro Hub,I-ALM-2189,69372,4956,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Almagro Plus,I-ALM-2234,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Balance,I-ALM-2358,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Carrera 4,I-ALM-2275,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Indico,I-ALM-1453,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Insigne,I-ALM-2157,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Los Cactus,I-ALM-2342,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Lyon Bilbao,I-ALM-2211,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Arcilla Roja,Marca,PLP 1,I-ALM-2226,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Arcilla Roja,Marca,PLP 2,I-ALM-2306,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,Parque Brasil,I-ALM-2285,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Arcilla Roja,Marca,Rengo,I-ALM-2288,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Awareness,Almagro S.A,Marca,San Eugenio 2,I-ALM-2227,69372,4955,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Madagascar,Blog,Almagro District,I-ALM-2399,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,Almagro Hub,I-ALM-2189,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Almagro Plus,I-ALM-2234,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Balance,I-ALM-2358,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Carrera 4,I-ALM-2275,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Indico,I-ALM-1453,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Insigne,I-ALM-2157,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Los Cactus,I-ALM-2342,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Lyon Bilbao,I-ALM-2211,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,PLP 1,I-ALM-2226,2208,158,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,PLP 2,I-ALM-2306,2208,157,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Parque Brasil,I-ALM-2285,2208,157,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,Rengo,I-ALM-2288,2208,157,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,San Eugenio 2,I-ALM-2227,2208,157,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Madagascar,PPP,Almagro District,I-ALM-2399,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Arcilla Roja,PPP,Almagro Hub,I-ALM-2189,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Almagro Plus,I-ALM-2234,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Balance,I-ALM-2358,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Carrera 4,I-ALM-2275,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Indico,I-ALM-1453,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Insigne,I-ALM-2157,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Los Cactus,I-ALM-2342,26636,1903,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Lyon Bilbao,I-ALM-2211,26636,1902,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Arcilla Roja,PPP,PLP 1,I-ALM-2226,26636,1902,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
2026-06,Almagro Inmobiliaria,2026-06-03,03/06/2026,PL8PCS56E2,0306 74987506153000741132081,26892894557062574-27012694748415879,FB_Almagro_TuDeptoEsTuPie,Arcilla Roja,PPP,PLP 2,I-ALM-2306,26636,1902,600000,69272.0,Coincide,Match cartola + proyecto,600000,Facturas Meta/Cartola TC/MovFacturadosInternacionales_94840000-6_9-6-2026.xls
