month,platform,brand,legalEntity,comuna,project,pepCode,campaignName,amount,invoiceId,invoiceDate,paymentDate,paymentReference,referenceId,referenceType,chargeAmountValidation,matched,mappingBrand,cartolaMatchStatus
2026-06,Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,Rengo,I-ALM-2288,Santiago | AO S | Tudeptoestupie,71169,5620363570,2026-06-30,2026-06-30,,5620363570,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Inmobiliaria,Madagascar,Genérico,Almagro District,I-ALM-2399,Nacional | AO S | Por Categoria | Always On,105233,5620363570,2026-06-30,2026-06-30,,5620363570,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Inmobiliaria,Madagascar,Inversionista,Almagro District,I-ALM-2399,Santiago | AO S | Inversionistas 2,51984,5620363570,2026-06-30,2026-06-30,,5620363570,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Inmobiliaria,Madagascar,Las Condes,Almagro District,I-ALM-2399,Santiago | AO S | Por Comuna | Las Condes,487060,5620363570,2026-06-30,2026-06-30,,5620363570,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Inmobiliaria,Madagascar,PPP,Almagro District,I-ALM-2399,Santiago | AO S | Tudeptoestupie,71170,5620363570,2026-06-30,2026-06-30,,5620363570,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Nacional | AO S | Por Categoria | Propiedades,33105,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Nacional | AO S | Propiedades | Cuota impresiones,19299,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Santiago | AO | DemandGen | Propiedades,16422,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Santiago | AO | DemandGen | Propiedades,166,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Nacional | AO S | Por Categoria | Propiedades,33105,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Nacional | AO S | Propiedades | Cuota impresiones,19299,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Santiago | AO | DemandGen | Propiedades,16422,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Santiago | AO | DemandGen | Propiedades,166,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Nacional | AO S | Por Categoria | Propiedades,33105,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Nacional | AO S | Propiedades | Cuota impresiones,19299,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Santiago | AO | DemandGen | Propiedades,16422,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Santiago | AO | DemandGen | Propiedades,166,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Indico,I-ALM-1453,Nacional | AO S | Por Categoria | Propiedades,33105,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Indico,I-ALM-1453,Nacional | AO S | Propiedades | Cuota impresiones,19299,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Indico,I-ALM-1453,Santiago | AO | DemandGen | Propiedades,16422,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Indico,I-ALM-1453,Santiago | AO | DemandGen | Propiedades,166,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Insigne,I-ALM-2157,Nacional | AO S | Por Categoria | Propiedades,33105,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
2026-06,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Insigne,I-ALM-2157,Nacional | AO S | Propiedades | Cuota impresiones,19299,5620051016,2026-06-30,2026-06-30,,5620051016,invoiceNumber,Sin match,False,,Pendiente cartola TC junio completa
