month,brand,paymentDate,cartolaDate,paymentReference,statementReference,transactionId,campaignName,legalEntity,comuna,project,pepCode,campaignAmount,allocatedProjectAmount,cartolaAmountOriginal,cartolaAmountUsd,chargeAmountValidation,matchStatus,referenceTotalAmount,sourceCartola
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Antofagasta_AlmagroTerra,Sin asignar,Sin asignar,Sin asignar,,14280,14280,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Antofagasta_Indico,Almagro S.A,Antofagasta,Indico,I-ALM-1453,4709,4709,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Antofagasta_ParqueBrasil,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,7841,7841,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_AlmagroDistrict,Madagascar,Las Condes,Almagro District,I-ALM-2399,4402,4402,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_AlmagroHub,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,5231,5231,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_AlmagroPlus,Almagro S.A,Almagro Plus,Almagro Plus,I-ALM-2234,6686,6686,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_Balance,Almagro S.A,Providencia,Balance,I-ALM-2358,7332,7332,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_Carrera_IV,Almagro S.A,Santiago Centro,Carrera 4,I-ALM-2275,3877,3877,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_Insigne,Almagro S.A,Macul,Insigne,I-ALM-2157,7620,7620,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_LosCactus,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,5430,5430,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_LyonBilbao,Almagro S.A,Providencia,Lyon Bilbao,I-ALM-2211,3789,3789,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_PadreLePaige,Arcilla Roja,Las Condes,PLP 1,I-ALM-2226,3916,3916,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_PadreLePaige_Etapa2,Arcilla Roja,Las Condes,PLP 2,I-ALM-2306,6151,6151,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_Rengo,Arcilla Roja,Providencia,Rengo,I-ALM-2288,7039,7039,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOL_Santiago_SanEugenio,Almagro S.A,Ñuñoa,San Eugenio 2,I-ALM-2227,6442,6442,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOT_Antofagasta_AlmagroTerra,Sin asignar,Sin asignar,Sin asignar,,46882,46882,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOT_Antofagasta_ParqueBrasil,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,29238,29238,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOT_Santiago_AlmagroPlus,Almagro S.A,Ñuñoa,Almagro Plus,I-ALM-2234,28249,28249,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOT_Santiago_Balance,Almagro S.A,Providencia,Balance,I-ALM-2358,29104,29104,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOT_Santiago_Insigne,Almagro S.A,Macul,Insigne,I-ALM-2157,27120,27120,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_AOT_Santiago_Rengo,Arcilla Roja,Providencia,Rengo,I-ALM-2288,29842,29842,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Arcilla Roja,AON,Almagro Hub,I-ALM-2189,186700,23338,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Almagro S.A,AON,Carrera 4,I-ALM-2275,186700,23338,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Almagro S.A,AON,Indico,I-ALM-1453,186700,23338,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Almagro S.A,AON,Los Cactus,I-ALM-2342,186700,23338,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Almagro S.A,AON,Lyon Bilbao,I-ALM-2211,186700,23337,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Arcilla Roja,AON,PLP 1,I-ALM-2226,186700,23337,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Arcilla Roja,AON,PLP 2,I-ALM-2306,186700,23337,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Advantage_Almagro,Almagro S.A,AON,San Eugenio 2,I-ALM-2227,186700,23337,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Madagascar,Marca,Almagro District,I-ALM-2399,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Arcilla Roja,Marca,Almagro Hub,I-ALM-2189,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Almagro Plus,I-ALM-2234,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Balance,I-ALM-2358,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Carrera 4,I-ALM-2275,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Indico,I-ALM-1453,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Insigne,I-ALM-2157,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Los Cactus,I-ALM-2342,99982,7142,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Lyon Bilbao,I-ALM-2211,99982,7141,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Arcilla Roja,Marca,PLP 1,I-ALM-2226,99982,7141,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Arcilla Roja,Marca,PLP 2,I-ALM-2306,99982,7141,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,Parque Brasil,I-ALM-2285,99982,7141,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Arcilla Roja,Marca,Rengo,I-ALM-2288,99982,7141,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Awareness,Almagro S.A,Marca,San Eugenio 2,I-ALM-2227,99982,7141,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Madagascar,Blog,Almagro District,I-ALM-2399,3403,244,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,Almagro Hub,I-ALM-2189,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Almagro Plus,I-ALM-2234,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Balance,I-ALM-2358,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Carrera 4,I-ALM-2275,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Indico,I-ALM-1453,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Insigne,I-ALM-2157,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Los Cactus,I-ALM-2342,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Lyon Bilbao,I-ALM-2211,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,PLP 1,I-ALM-2226,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,PLP 2,I-ALM-2306,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Parque Brasil,I-ALM-2285,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,Rengo,I-ALM-2288,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,San Eugenio 2,I-ALM-2227,3403,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Madagascar,PPP,Almagro District,I-ALM-2399,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Arcilla Roja,PPP,Almagro Hub,I-ALM-2189,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Almagro Plus,I-ALM-2234,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Balance,I-ALM-2358,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Carrera 4,I-ALM-2275,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Indico,I-ALM-1453,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Insigne,I-ALM-2157,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Los Cactus,I-ALM-2342,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Lyon Bilbao,I-ALM-2211,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Arcilla Roja,PPP,PLP 1,I-ALM-2226,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Arcilla Roja,PPP,PLP 2,I-ALM-2306,24735,1767,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,Parque Brasil,I-ALM-2285,24735,1766,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Arcilla Roja,PPP,Rengo,I-ALM-2288,24735,1766,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-01,,3J4HENV5E2,,26466751823010185-26583680997983925,FB_Almagro_TuDeptoEsTuPie,Almagro S.A,PPP,San Eugenio 2,I-ALM-2227,24735,1766,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Antofagasta_AlmagroTerra,Sin asignar,Sin asignar,Sin asignar,,12664,12664,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Antofagasta_Indico,Almagro S.A,Antofagasta,Indico,I-ALM-1453,6865,6865,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Antofagasta_ParqueBrasil,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,10803,10803,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_AlmagroDistrict,Madagascar,Las Condes,Almagro District,I-ALM-2399,6440,6440,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_AlmagroHub,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,6331,6331,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_AlmagroPlus,Almagro S.A,Almagro Plus,Almagro Plus,I-ALM-2234,9802,9802,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_Balance,Almagro S.A,Providencia,Balance,I-ALM-2358,8237,8237,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_Carrera_IV,Almagro S.A,Santiago Centro,Carrera 4,I-ALM-2275,6907,6907,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_Insigne,Almagro S.A,Macul,Insigne,I-ALM-2157,11567,11567,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_LosCactus,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,3965,3965,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_LyonBilbao,Almagro S.A,Providencia,Lyon Bilbao,I-ALM-2211,5156,5156,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_PadreLePaige,Arcilla Roja,Las Condes,PLP 1,I-ALM-2226,6165,6165,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_PadreLePaige_Etapa2,Arcilla Roja,Las Condes,PLP 2,I-ALM-2306,4894,4894,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_Rengo,Arcilla Roja,Providencia,Rengo,I-ALM-2288,9409,9409,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOL_Santiago_SanEugenio,Almagro S.A,Ñuñoa,San Eugenio 2,I-ALM-2227,4716,4716,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOT_Antofagasta_AlmagroTerra,Sin asignar,Sin asignar,Sin asignar,,41516,41516,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOT_Antofagasta_ParqueBrasil,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,31093,31093,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOT_Santiago_AlmagroPlus,Almagro S.A,Ñuñoa,Almagro Plus,I-ALM-2234,28574,28574,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOT_Santiago_Balance,Almagro S.A,Providencia,Balance,I-ALM-2358,29293,29293,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOT_Santiago_Insigne,Almagro S.A,Macul,Insigne,I-ALM-2157,29103,29103,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_AOT_Santiago_Rengo,Arcilla Roja,Providencia,Rengo,I-ALM-2288,33665,33665,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Arcilla Roja,AON,Almagro Hub,I-ALM-2189,162849,20357,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Almagro S.A,AON,Carrera 4,I-ALM-2275,162849,20356,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Almagro S.A,AON,Indico,I-ALM-1453,162849,20356,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Almagro S.A,AON,Los Cactus,I-ALM-2342,162849,20356,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Almagro S.A,AON,Lyon Bilbao,I-ALM-2211,162849,20356,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Arcilla Roja,AON,PLP 1,I-ALM-2226,162849,20356,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Arcilla Roja,AON,PLP 2,I-ALM-2306,162849,20356,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Advantage_Almagro,Almagro S.A,AON,San Eugenio 2,I-ALM-2227,162849,20356,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Madagascar,Marca,Almagro District,I-ALM-2399,96714,6909,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Arcilla Roja,Marca,Almagro Hub,I-ALM-2189,96714,6909,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Almagro Plus,I-ALM-2234,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Balance,I-ALM-2358,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Carrera 4,I-ALM-2275,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Indico,I-ALM-1453,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Insigne,I-ALM-2157,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Los Cactus,I-ALM-2342,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Lyon Bilbao,I-ALM-2211,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Arcilla Roja,Marca,PLP 1,I-ALM-2226,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Arcilla Roja,Marca,PLP 2,I-ALM-2306,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,Parque Brasil,I-ALM-2285,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Arcilla Roja,Marca,Rengo,I-ALM-2288,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Awareness,Almagro S.A,Marca,San Eugenio 2,I-ALM-2227,96714,6908,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Patrocinado_Blog,Madagascar,Blog,Almagro District,I-ALM-2399,3389,243,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Patrocinado_Blog,Arcilla Roja,Blog,Almagro Hub,I-ALM-2189,3389,242,,,No aplica,Sin cartola,,
2026-05,Almagro Inmobiliaria,2026-05-02,,SGAKMN96E2,,26584683641216998-26538626225822739,FB_Almagro_Patrocinado_Blog,Almagro S.A,Blog,Almagro Plus,I-ALM-2234,3389,242,,,No aplica,Sin cartola,,
