month,platform,brand,legalEntity,comuna,project,pepCode,campaignName,amount,invoiceId,invoiceDate,paymentDate,paymentReference,referenceId,referenceType,chargeAmountValidation,matched,mappingBrand,cartolaMatchStatus
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Carrera 4,I-ALM-2275,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago Centro,Carrera 4,I-ALM-2275,Santiago | AO S | Por Comuna | Santiago Centro #2,1167645,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Carrera 4,I-ALM-2275,Santiago | AO S | Tudeptoestupie,69515,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Carrera 4,I-ALM-2275,Santiago | MR | Carrera IV,446951,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Carrera 4,I-ALM-2275,Santiago | MR | Carrera IV,334,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Indico,I-ALM-1453,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Indico,I-ALM-1453,Norte | AO S | Por Comuna | Antofagasta,1279349,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Indico,I-ALM-1453,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Indico,I-ALM-1453,Santiago | AO S | Tudeptoestupie,69515,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Insigne,I-ALM-2157,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Insigne,I-ALM-2157,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Macul,Insigne,I-ALM-2157,Santiago | AO S | Por Comuna | Macul | 2,1518610,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Insigne,I-ALM-2157,Santiago | AO S | Tudeptoestupie,69515,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Macul,Insigne,I-ALM-2157,Santiago | Demand Gen | Insigne,388732,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Macul,Insigne,I-ALM-2157,Santiago | Demand Gen | Insigne,91269,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Macul,Insigne,I-ALM-2157,Santiago | MR | Insigne,694653,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Macul,Insigne,I-ALM-2157,Santiago | MR | Insigne,11168,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Los Cactus,I-ALM-2342,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Los Cactus,I-ALM-2342,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,Santiago | AO S | Por Comuna | Lo Barnechea | Los Cactus,853751,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Los Cactus,I-ALM-2342,Santiago | AO S | Tudeptoestupie,69515,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Lyon Bilbao,I-ALM-2211,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Lyon Bilbao,I-ALM-2211,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Providencia,Lyon Bilbao,I-ALM-2211,Santiago | AO S | Por Comuna | Providencia,930554,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Lyon Bilbao,I-ALM-2211,Santiago | AO S | Tudeptoestupie,69515,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,Antofagasta | MR | Parque Brasil,382466,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,Antofagasta | MR | Parque Brasil,70042,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Parque Brasil,I-ALM-2285,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Parque Brasil,I-ALM-2285,Norte | AO S | Por Comuna | Antofagasta,1279349,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Parque Brasil,I-ALM-2285,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Parque Brasil,I-ALM-2285,Santiago | AO S | Tudeptoestupie,69514,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,San Eugenio 2,I-ALM-2227,Nacional | AO S | Por Categoria | Always On,125014,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,San Eugenio 2,I-ALM-2227,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Ñuñoa,San Eugenio 2,I-ALM-2227,Santiago | AO S | Por Comuna | Nunoa #2,1171237,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,San Eugenio 2,I-ALM-2227,Santiago | AO S | Tudeptoestupie,69514,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,San Eugenio 2,I-ALM-2227,Santiago | MR | San Eugenio,428256,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,San Eugenio 2,I-ALM-2227,Santiago | MR | San Eugenio,24302,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Vitacura,Signature,I-ALM-2354,Santiago | AO S | Por Comuna | Vitacura,1331313,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Signature,I-ALM-2354,Santiago | Demand Gen | Signature,219163,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Signature,I-ALM-2354,Santiago | Demand Gen | Signature,171085,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Signature,I-ALM-2354,Santiago | MR | Signature #2,584328,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Signature,I-ALM-2354,Santiago | MR | Signature #2,612,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Valle del Mar,I-ALM-1453,Antofagasta | Demand Gen | ValleDelMar,271390,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Valle del Mar,I-ALM-1453,Antofagasta | Demand Gen | ValleDelMar,134299,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
