Nivel,Referencia solicitada,Mes,Razon social,Plataforma,Marca,Comuna,Proyecto,PEP,Nombre de campana,ID transaccion / N factura,Fecha de pago,N referencia,Codigo descripcion cobro,Desglose Cobro TC,Monto moneda origen,Monto US,Validacion monto,Monto real visible,Monto aperturado,Invoice ID,Invoice date,Reference type,Mapping brand,Matched,Split index,Split count
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,AON,San Eugenio 2,I-ALM-2227,FB_Advantage_Almagro,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,28357,599933.0,687.48,Coincide,,28357.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,8,8
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Insigne,I-ALM-2157,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,75467.0,599933.0,687.48,Coincide,75467.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,14
Apertura,A64XGMR6E2,2026-04,Madagascar,Meta,Almagro Inmobiliaria,Marca,Almagro District,I-ALM-2399,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5391,599933.0,687.48,Coincide,,5391.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Marca,Almagro Hub,I-ALM-2189,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5391,599933.0,687.48,Coincide,,5391.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,2,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Almagro Plus,I-ALM-2234,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5391,599933.0,687.48,Coincide,,5391.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,3,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Balance,I-ALM-2358,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5391,599933.0,687.48,Coincide,,5391.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,4,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Carrera 4,I-ALM-2275,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5391,599933.0,687.48,Coincide,,5391.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,5,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Indico,I-ALM-1453,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5391,599933.0,687.48,Coincide,,5391.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,6,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Insigne,I-ALM-2157,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5391,599933.0,687.48,Coincide,,5391.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,7,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Los Cactus,I-ALM-2342,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5390,599933.0,687.48,Coincide,,5390.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,8,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Lyon Bilbao,I-ALM-2211,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5390,599933.0,687.48,Coincide,,5390.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,9,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Marca,PLP 1,I-ALM-2226,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5390,599933.0,687.48,Coincide,,5390.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,10,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Marca,PLP 2,I-ALM-2306,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5390,599933.0,687.48,Coincide,,5390.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,11,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Parque Brasil,I-ALM-2285,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5390,599933.0,687.48,Coincide,,5390.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,12,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Marca,Rengo,I-ALM-2288,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5390,599933.0,687.48,Coincide,,5390.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,13,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,San Eugenio 2,I-ALM-2227,FB_Almagro_Awareness,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,5390,599933.0,687.48,Coincide,,5390.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,14,14
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOT_Antofagasta_AlmagroTerra,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,50489.0,599933.0,687.48,Coincide,50489.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOT_Antofagasta_AlmagroTerra,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,50489.0,599933.0,687.48,Coincide,,50489.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOT_Santiago_Balance,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,28853.0,599933.0,687.48,Coincide,28853.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOT_Santiago_Balance,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,28853.0,599933.0,687.48,Coincide,,28853.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,Almagro Plus,I-ALM-2234,FB_AOT_Santiago_AlmagroPlus,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,28809.0,599933.0,687.48,Coincide,28809.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,Almagro Plus,I-ALM-2234,FB_AOT_Santiago_AlmagroPlus,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,28809.0,599933.0,687.48,Coincide,,28809.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOT_Santiago_Insigne,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,27717.0,599933.0,687.48,Coincide,27717.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOT_Santiago_Insigne,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,27717.0,599933.0,687.48,Coincide,,27717.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOT_Antofagasta_ParqueBrasil,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,27606.0,599933.0,687.48,Coincide,27606.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOT_Antofagasta_ParqueBrasil,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,27606.0,599933.0,687.48,Coincide,,27606.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOT_Santiago_Rengo,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,27167.0,599933.0,687.48,Coincide,27167.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOT_Santiago_Rengo,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,27167.0,599933.0,687.48,Coincide,,27167.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Insigne,I-ALM-2157,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,22865.0,599933.0,687.48,Coincide,22865.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,14
Apertura,A64XGMR6E2,2026-04,Madagascar,Meta,Almagro Inmobiliaria,PPP,Almagro District,I-ALM-2399,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1634,599933.0,687.48,Coincide,,1634.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,Almagro Hub,I-ALM-2189,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1634,599933.0,687.48,Coincide,,1634.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,2,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Almagro Plus,I-ALM-2234,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1634,599933.0,687.48,Coincide,,1634.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,3,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Balance,I-ALM-2358,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,4,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Carrera 4,I-ALM-2275,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,5,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Indico,I-ALM-1453,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,6,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Insigne,I-ALM-2157,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,7,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Los Cactus,I-ALM-2342,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,8,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Lyon Bilbao,I-ALM-2211,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,9,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,PLP 1,I-ALM-2226,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,10,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,PLP 2,I-ALM-2306,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,11,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Parque Brasil,I-ALM-2285,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,12,14
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,Rengo,I-ALM-2288,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,13,14
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,San Eugenio 2,I-ALM-2227,FB_Almagro_TuDeptoEsTuPie,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,1633,599933.0,687.48,Coincide,,1633.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,14,14
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOL_Antofagasta_AlmagroTerra,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,17468.0,599933.0,687.48,Coincide,17468.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOL_Antofagasta_AlmagroTerra,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,17468.0,599933.0,687.48,Coincide,,17468.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOL_Antofagasta_ParqueBrasil,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,8054.0,599933.0,687.48,Coincide,8054.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOL_Antofagasta_ParqueBrasil,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,8054.0,599933.0,687.48,Coincide,,8054.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOL_Santiago_Balance,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,7316.0,599933.0,687.48,Coincide,7316.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOL_Santiago_Balance,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,7316.0,599933.0,687.48,Coincide,,7316.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOL_Santiago_Rengo,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,6543.0,599933.0,687.48,Coincide,6543.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOL_Santiago_Rengo,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,6543.0,599933.0,687.48,Coincide,,6543.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Almagro Plus,Almagro Plus,I-ALM-2234,FB_AOL_Santiago_AlmagroPlus,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,6356.0,599933.0,687.48,Coincide,6356.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Almagro Plus,Almagro Plus,I-ALM-2234,FB_AOL_Santiago_AlmagroPlus,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,6356.0,599933.0,687.48,Coincide,,6356.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOL_Santiago_Insigne,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,6159.0,599933.0,687.48,Coincide,6159.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOL_Santiago_Insigne,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,6159.0,599933.0,687.48,Coincide,,6159.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Santiago Centro,Carrera 4,I-ALM-2275,FB_AOL_Santiago_Carrera_IV,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3837.0,599933.0,687.48,Coincide,3837.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Santiago Centro,Carrera 4,I-ALM-2275,FB_AOL_Santiago_Carrera_IV,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3837.0,599933.0,687.48,Coincide,,3837.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Lyon Bilbao,I-ALM-2211,FB_AOL_Santiago_LyonBilbao,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3735.0,599933.0,687.48,Coincide,3735.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Lyon Bilbao,I-ALM-2211,FB_AOL_Santiago_LyonBilbao,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3735.0,599933.0,687.48,Coincide,,3735.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Lo Barnechea,Los Cactus,I-ALM-2342,FB_AOL_Santiago_LosCactus,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3659.0,599933.0,687.48,Coincide,3659.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Lo Barnechea,Los Cactus,I-ALM-2342,FB_AOL_Santiago_LosCactus,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3659.0,599933.0,687.48,Coincide,,3659.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Almagro Hub,I-ALM-2189,FB_AOL_Santiago_AlmagroHub,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3595.0,599933.0,687.48,Coincide,3595.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Almagro Hub,I-ALM-2189,FB_AOL_Santiago_AlmagroHub,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3595.0,599933.0,687.48,Coincide,,3595.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,San Eugenio 2,I-ALM-2227,FB_AOL_Santiago_SanEugenio,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3434.0,599933.0,687.48,Coincide,3434.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,San Eugenio 2,I-ALM-2227,FB_AOL_Santiago_SanEugenio,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3434.0,599933.0,687.48,Coincide,,3434.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 2,I-ALM-2306,FB_AOL_Santiago_PadreLePaige_Etapa2,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3322.0,599933.0,687.48,Coincide,3322.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 2,I-ALM-2306,FB_AOL_Santiago_PadreLePaige_Etapa2,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3322.0,599933.0,687.48,Coincide,,3322.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Indico,I-ALM-1453,FB_AOL_Antofagasta_Indico,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3243.0,599933.0,687.48,Coincide,3243.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Indico,I-ALM-1453,FB_AOL_Antofagasta_Indico,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3243.0,599933.0,687.48,Coincide,,3243.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 1,I-ALM-2226,FB_AOL_Santiago_PadreLePaige,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3133.0,599933.0,687.48,Coincide,3133.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,A64XGMR6E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 1,I-ALM-2226,FB_AOL_Santiago_PadreLePaige,26489363554082341-26498688089816550,2026-04-25,A64XGMR6E2,A64XGMR6E2,3133.0,599933.0,687.48,Coincide,,3133.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
