Nivel,Referencia solicitada,Mes,Razon social,Plataforma,Marca,Comuna,Proyecto,PEP,Nombre de campana,ID transaccion / N factura,Fecha de pago,N referencia,Codigo descripcion cobro,Desglose Cobro TC,Monto moneda origen,Monto US,Validacion monto,Monto real visible,Monto aperturado,Invoice ID,Invoice date,Reference type,Mapping brand,Matched,Split index,Split count
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Marca,PLP 2,I-ALM-2306,FB_Almagro_Awareness,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4753,600000.0,696.26,Coincide,,4753.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,11,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,Parque Brasil,I-ALM-2285,FB_Almagro_Awareness,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4753,600000.0,696.26,Coincide,,4753.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,12,14
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Marca,Rengo,I-ALM-2288,FB_Almagro_Awareness,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4753,600000.0,696.26,Coincide,,4753.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,13,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Marca,San Eugenio 2,I-ALM-2227,FB_Almagro_Awareness,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4753,600000.0,696.26,Coincide,,4753.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,14,14
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOT_Antofagasta_AlmagroTerra,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,52839.0,600000.0,696.26,Coincide,52839.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOT_Antofagasta_AlmagroTerra,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,52839.0,600000.0,696.26,Coincide,,52839.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,Almagro Plus,I-ALM-2234,FB_AOT_Santiago_AlmagroPlus,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,30684.0,600000.0,696.26,Coincide,30684.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,Almagro Plus,I-ALM-2234,FB_AOT_Santiago_AlmagroPlus,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,30684.0,600000.0,696.26,Coincide,,30684.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOT_Antofagasta_ParqueBrasil,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,28831.0,600000.0,696.26,Coincide,28831.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOT_Antofagasta_ParqueBrasil,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,28831.0,600000.0,696.26,Coincide,,28831.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOT_Santiago_Insigne,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,28422.0,600000.0,696.26,Coincide,28422.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOT_Santiago_Insigne,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,28422.0,600000.0,696.26,Coincide,,28422.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOT_Santiago_Balance,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,27647.0,600000.0,696.26,Coincide,27647.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOT_Santiago_Balance,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,27647.0,600000.0,696.26,Coincide,,27647.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOT_Santiago_Rengo,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,27070.0,600000.0,696.26,Coincide,27070.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOT_Santiago_Rengo,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,27070.0,600000.0,696.26,Coincide,,27070.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Insigne,I-ALM-2157,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,26402.0,600000.0,696.26,Coincide,26402.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,14
Apertura,LHKENLV5E2,2026-04,Madagascar,Meta,Almagro Inmobiliaria,PPP,Almagro District,I-ALM-2399,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,14
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,Almagro Hub,I-ALM-2189,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,2,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Almagro Plus,I-ALM-2234,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,3,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Balance,I-ALM-2358,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,4,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Carrera 4,I-ALM-2275,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,5,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Indico,I-ALM-1453,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,6,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Insigne,I-ALM-2157,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,7,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Los Cactus,I-ALM-2342,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,8,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Lyon Bilbao,I-ALM-2211,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,9,14
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,PLP 1,I-ALM-2226,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,10,14
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,PLP 2,I-ALM-2306,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,11,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,Parque Brasil,I-ALM-2285,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1886,600000.0,696.26,Coincide,,1886.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,12,14
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,PPP,Rengo,I-ALM-2288,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1885,600000.0,696.26,Coincide,,1885.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,13,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,PPP,San Eugenio 2,I-ALM-2227,FB_Almagro_TuDeptoEsTuPie,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,1885,600000.0,696.26,Coincide,,1885.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,14,14
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOL_Antofagasta_AlmagroTerra,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,20435.0,600000.0,696.26,Coincide,20435.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Almagro Terra,I-ALM-2360,FB_AOL_Antofagasta_AlmagroTerra,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,20435.0,600000.0,696.26,Coincide,,20435.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Almagro Plus,Almagro Plus,I-ALM-2234,FB_AOL_Santiago_AlmagroPlus,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,10356.0,600000.0,696.26,Coincide,10356.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Almagro Plus,Almagro Plus,I-ALM-2234,FB_AOL_Santiago_AlmagroPlus,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,10356.0,600000.0,696.26,Coincide,,10356.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOL_Antofagasta_ParqueBrasil,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,8853.0,600000.0,696.26,Coincide,8853.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Parque Brasil,I-ALM-2285,FB_AOL_Antofagasta_ParqueBrasil,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,8853.0,600000.0,696.26,Coincide,,8853.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOL_Santiago_Rengo,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,8589.0,600000.0,696.26,Coincide,8589.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Rengo,I-ALM-2288,FB_AOL_Santiago_Rengo,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,8589.0,600000.0,696.26,Coincide,,8589.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOL_Santiago_Insigne,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,8456.0,600000.0,696.26,Coincide,8456.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Macul,Insigne,I-ALM-2157,FB_AOL_Santiago_Insigne,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,8456.0,600000.0,696.26,Coincide,,8456.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOL_Santiago_Balance,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,7659.0,600000.0,696.26,Coincide,7659.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Balance,I-ALM-2358,FB_AOL_Santiago_Balance,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,7659.0,600000.0,696.26,Coincide,,7659.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,San Eugenio 2,I-ALM-2227,FB_AOL_Santiago_SanEugenio,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,6913.0,600000.0,696.26,Coincide,6913.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Ñuñoa,San Eugenio 2,I-ALM-2227,FB_AOL_Santiago_SanEugenio,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,6913.0,600000.0,696.26,Coincide,,6913.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Santiago Centro,Carrera 4,I-ALM-2275,FB_AOL_Santiago_Carrera_IV,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5978.0,600000.0,696.26,Coincide,5978.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Santiago Centro,Carrera 4,I-ALM-2275,FB_AOL_Santiago_Carrera_IV,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5978.0,600000.0,696.26,Coincide,,5978.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Indico,I-ALM-1453,FB_AOL_Antofagasta_Indico,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5691.0,600000.0,696.26,Coincide,5691.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Antofagasta,Indico,I-ALM-1453,FB_AOL_Antofagasta_Indico,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5691.0,600000.0,696.26,Coincide,,5691.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 1,I-ALM-2226,FB_AOL_Santiago_PadreLePaige,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5245.0,600000.0,696.26,Coincide,5245.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 1,I-ALM-2226,FB_AOL_Santiago_PadreLePaige,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5245.0,600000.0,696.26,Coincide,,5245.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Lo Barnechea,Los Cactus,I-ALM-2342,FB_AOL_Santiago_LosCactus,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5231.0,600000.0,696.26,Coincide,5231.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Lo Barnechea,Los Cactus,I-ALM-2342,FB_AOL_Santiago_LosCactus,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5231.0,600000.0,696.26,Coincide,,5231.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Madagascar,Meta,Almagro Inmobiliaria,Las Condes,Almagro District,I-ALM-2399,FB_AOL_Santiago_AlmagroDistrict,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5219.0,600000.0,696.26,Coincide,5219.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Madagascar,Meta,Almagro Inmobiliaria,Las Condes,Almagro District,I-ALM-2399,FB_AOL_Santiago_AlmagroDistrict,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,5219.0,600000.0,696.26,Coincide,,5219.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Almagro Hub,I-ALM-2189,FB_AOL_Santiago_AlmagroHub,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4608.0,600000.0,696.26,Coincide,4608.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Providencia,Almagro Hub,I-ALM-2189,FB_AOL_Santiago_AlmagroHub,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4608.0,600000.0,696.26,Coincide,,4608.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Lyon Bilbao,I-ALM-2211,FB_AOL_Santiago_LyonBilbao,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4500.0,600000.0,696.26,Coincide,4500.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Providencia,Lyon Bilbao,I-ALM-2211,FB_AOL_Santiago_LyonBilbao,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4500.0,600000.0,696.26,Coincide,,4500.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 2,I-ALM-2306,FB_AOL_Santiago_PadreLePaige_Etapa2,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4058.0,600000.0,696.26,Coincide,4058.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,1
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Las Condes,PLP 2,I-ALM-2306,FB_AOL_Santiago_PadreLePaige_Etapa2,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,4058.0,600000.0,696.26,Coincide,,4058.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,1
TOTAL CAMPANA,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Blog,Insigne,I-ALM-2157,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,2740.0,600000.0,696.26,Coincide,2740.0,,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,,14
Apertura,LHKENLV5E2,2026-04,Madagascar,Meta,Almagro Inmobiliaria,Blog,Almagro District,I-ALM-2399,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,1,14
Apertura,LHKENLV5E2,2026-04,Arcilla Roja,Meta,Almagro Inmobiliaria,Blog,Almagro Hub,I-ALM-2189,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,2,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Blog,Almagro Plus,I-ALM-2234,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,3,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Blog,Balance,I-ALM-2358,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,4,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Blog,Carrera 4,I-ALM-2275,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,5,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Blog,Indico,I-ALM-1453,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,6,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Blog,Insigne,I-ALM-2157,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,7,14
Apertura,LHKENLV5E2,2026-04,Almagro S.A,Meta,Almagro Inmobiliaria,Blog,Los Cactus,I-ALM-2342,FB_Almagro_Patrocinado_Blog,26255772317441470-26324744327210933,2026-04-16,LHKENLV5E2,LHKENLV5E2,196,600000.0,696.26,Coincide,,196.0,meta-almagro-inmobiliaria-2026-04,2026-04-30,transactionId,Almagro,True,8,14
